credito_id,cliente_id,fecha_desembolso,producto_credito,monto_credito,plazo_meses,tasa_interes_mensual,valor_cuota_pactada,canal_originacion,score_interno_originacion,relacion_cuota_ingreso,politica_aprobacion,estado_credito_operativo
CR000701,CL00630,2025-08-02,Microcrédito,1650000,3,0.0413,596000,App,842,0.1868,Automática,Finalizado
CR000702,CL00630,2025-06-14,Avance de nómina,700000,6,0.0317,130000,Web,890,0.0408,Automática,Finalizado
CR000703,CL00632,2026-03-24,Crédito libre inversión,5050000,6,0.0247,916000,App,791,0.3739,Manual,Activo
CR000704,CL00634,2024-10-19,Crédito consumo digital,1450000,6,0.028,266000,Web,827,0.0836,Automática,Mora moderada
CR000705,CL00635,2024-02-29,Crédito libre inversión,1500000,6,0.0195,267000,Web,797,0.1236,Automática,Finalizado
CR000706,CL00635,2025-04-11,,2350000,9,0.0221,291000,Aliado,883,-0.1,Automática,Finalizado
CR000707,CL00636,2025-02-21,Crédito libre inversión,4300000,3,0.0285,1516000,App,717,0.6451,Excepción,Mora moderada
CR000708,CL00637,2025-10-04,Crédito libre inversión,3600000,18,0.0291,260000,App,846,0.1083,Automática,Activo
CR000709,CL00637,2025-10-10,Crédito consumo digital,1450000,6,0.0222,261000,Aliado,842,0.1087,Automática,Finalizado
CR000710,CL00639,2026-03-23,Crédito consumo digital,2500000,6,0.035,469000,App,703,0.1712,Automática,Activo
CR000711,CL00640,2023-12-18,Crédito consumo digital,1800000,3,0.033,640000,Web,879,0.2184,Automática,Finalizado
CR000712,CL00641,2026-03-28,Crédito consumo digital,2050000,6,0.0309,380000,App,797,0.1306,Automática,Activo
CR000713,CL00642,2025-08-13,Crédito libre inversión,2850000,6,0.0192,507000,App,900,0.1331,Automática,Finalizado
CR000714,CL00643,2025-08-21,Crédito libre inversión,5150000,9,0.0316,666000,App,792,0.333,Automática,Activo
CR000715,CL00645,2025-12-09,Crédito consumo digital,700000,6,0.0379,133000,Web,825,0.0686,Automática,Activo
CR000716,CL00646,2026-01-05,Crédito consumo digital,250000,12,0.0336,26000,App,642,0.0813,Automática,Activo
CR000717,CL00647,2026-03-20,Crédito consumo digital,1200000,12,0.0325,122000,Aliado,556,0.0478,Manual,Activo
CR000718,CL00648,2025-10-08,Microcrédito,2900000,6,0.0254,527000,Aliado,875,0.2474,Automática,Mora severa
CR000719,CL00649,2025-10-02,Crédito libre inversión,1650000,9,0.0195,202000,App,844,0.1202,Automática,Activo
CR000720,CL00652,2025-05-14,Crédito consumo digital,2000000,12,0.0265,197000,App,704,0.0437,Automática,Activo
CR000721,CL00653,2023-12-11,Crédito libre inversión,1550000,9,0.0333,202000,App,900,0.108,Automática,Mora moderada
CR000722,CL00653,2026-01-25,Crédito libre inversión,1900000,12,0.0259,186000,App,798,0.0995,Automática,Activo
CR000723,CL00654,2025-10-18,Crédito consumo digital,3650000,12,0.0356,379000,Web,888,0.0806,Automática,Activo
CR000724,CL00656,2024-07-26,Crédito consumo digital,1750000,6,0.0318,325000,Aliado,900,0.0874,Automática,Mora moderada
CR000725,CL00656,2025-06-11,Crédito consumo digital,3200000,3,0.0268,1124000,Aliado,900,0.3022,Automática,Finalizado
CR000726,CL00656,2025-12-31,Crédito consumo digital,2050000,12,0.0205,194000,App,891,0.0522,Automática,Activo
CR000727,CL00657,2024-04-14,Crédito libre inversión,2900000,18,0.0175,189000,Web,841,0.1033,Automática,Mora moderada
CR000728,CL00658,2023-09-30,Crédito consumo digital,1150000,6,0.0333,215000,Web,860,0.0907,Automática,Finalizado
CR000729,CL00658,2024-11-28,Crédito libre inversión,2350000,24,0.0201,124000,App,822,0.0523,Automática,Activo
CR000730,CL00659,2025-05-20,Avance de nómina,250000,6,0.0228,45000,Web,714,0.0517,Automática,Mora moderada
CR000731,CL00659,2025-07-07,Crédito consumo digital,300000,6,0.0236,54000,App,704,0.0621,Automática,Mora severa
CR000732,CL00660,2026-01-27,Crédito consumo digital,400000,18,0.034,30000,App,827,0.0194,Automática,Activo
CR000733,CL00661,2025-08-29,Crédito libre inversión,15050000,6,0.0281,2761000,Aliado,849,0.6218,Excepción,Finalizado
CR000734,CL00663,2025-08-24,Crédito libre inversión,3600000,9,0.0196,440000,App,793,0.129,Automática,Mora severa
CR000735,CL00666,2023-09-14,Crédito consumo digital,2850000,6,0.0312,528000,Aliado,900,0.0805,Automática,Finalizado
CR000736,CL00666,2025-01-26,Crédito consumo digital,3350000,12,0.0305,338000,App,900,0.0515,Automática,Finalizado
CR000737,CL00666,2025-11-08,Avance de nómina,3950000,9,0.0282,503000,App,900,0.0767,Automática,Activo
CR000738,CL00667,2025-11-10,Crédito libre inversión,2800000,9,0.0201,343000,App,829,0.1309,Automática,Activo
CR000739,CL00667,2024-04-10,Crédito libre inversión,5500000,12,0.0212,524000,Web,891,0.2,Automática,Mora severa
CR000740,CL00668,2025-03-15,Crédito libre inversión,1850000,12,0.0233,178000,Aliado,767,0.0957,Automática,Mora moderada
CR000741,CL00668,2024-03-25,Crédito consumo digital,800000,6,0.0253,145000,Web,742,0.078,Automática,Finalizado
CR000742,CL00670,2025-05-19,Crédito consumo digital,1200000,9,0.0363,159000,App,900,0.0292,Automática,Finalizado
CR000743,CL00671,2025-12-17,Microcrédito,2650000,12,0.0268,261000,App,900,0.0967,Automática,Activo
CR000744,CL00672,2026-02-11,Avance de nómina,2250000,6,0.0199,402000,App,900,0.0719,Automática,Activo
CR000745,CL00673,2023-05-15,Crédito consumo digital,2350000,12,0.0266,231000,Web,900,0.0353,Automática,Finalizado
CR000746,CL00674,2025-10-02,Crédito consumo digital,1450000,9,0.0294,186000,App,807,0.0916,Automática,Activo
CR000747,CL00674,2024-11-09,Microcrédito,1000000,3,0.0439,363000,Web,737,0.1788,Automática,Finalizado
CR000748,CL00677,2026-03-20,Microcrédito,4250000,18,0.027,301000,Aliado,829,0.0855,Automática,Activo
CR000749,CL00677,2025-09-08,Crédito consumo digital,1550000,9,0.036,205000,App,900,0.0582,Automática,Activo
CR000750,CL00678,2024-08-16,Crédito consumo digital,850000,6,0.0211,152000,App,900,0.071,Automática,Finalizado
CR000751,CL00679,2025-06-04,Crédito consumo digital,650000,12,0.0348,67000,Web,780,0.0698,Automática,Mora severa
CR000752,CL00680,2025-09-09,Avance de nómina,1550000,9,0.0251,195000,App,873,0.0714,Automática,Mora moderada
CR000753,CL00680,2025-09-20,Crédito libre inversión,3200000,9,0.0238,399000,App,791,0.1462,Automática,Mora moderada
CR000754,CL00682,2026-01-05,Crédito libre inversión,7200000,12,0.0198,680000,Web,794,0.1809,Automática,Activo
CR000755,CL00683,2025-06-02,Microcrédito,1450000,3,0.0364,519000,App,819,0.2437,Automática,Finalizado
CR000756,CL00685,2024-11-19,Avance de nómina,1050000,6,0.0205,188000,Web,789,0.1182,Automática,Mora severa
CR000757,CL00687,2025-09-12,Crédito libre inversión,4950000,3,0.0301,1750000,Web,900,0.5087,Manual,Mora severa
CR000758,CL00688,2026-02-11,Microcrédito,4450000,9,0.0265,562000,Web,900,0.0914,Automática,Activo
CR000759,CL00689,2026-01-06,Crédito consumo digital,1800000,6,0.0367,340000,App,900,0.0688,Automática,Activo
CR000760,CL00690,2025-02-01,Crédito libre inversión,4200000,12,0.0175,391000,App,748,0.1975,Automática,Finalizado
CR000761,CL00691,2026-02-26,Avance de nómina,1400000,6,0.0318,260000,App,840,0.0823,Automática,Activo
CR000762,CL00691,2025-09-18,Avance de nómina,400000,3,0.0234,140000,Web,850,0.0443,Automática,Finalizado
CR000763,CL00691,2025-12-19,Crédito consumo digital,1950000,6,0.0255,355000,Aliado,807,0.1123,Automática,Activo
CR000764,CL00692,2025-08-16,Crédito consumo digital,4300000,12,0.0369,450000,App,819,0.1475,Automática,Activo
CR000765,CL00692,2026-03-11,Microcrédito,4550000,12,0.0411,488000,Web,788,0.16,Automática,Activo
CR000766,CL00693,2025-05-21,Crédito consumo digital,3850000,9,0.0226,477000,App,745,0.1463,Automática,Finalizado
CR000767,CL00694,2024-01-19,Crédito consumo digital,900000,9,0.038,120000,Aliado,786,0.0656,Automática,Finalizado
CR000768,CL00695,2024-12-06,Microcrédito,1100000,18,0.0294,80000,Call center,763,0.0497,Automática,Mora moderada
CR000769,CL00696,2025-02-13,Crédito libre inversión,4800000,12,0.0226,461000,Web,900,0.1368,Automática,Finalizado
CR000770,CL00696,2024-10-01,Crédito libre inversión,4700000,12,0.029,469000,Aliado,876,0.1392,Automática,Mora moderada
CR000771,CL00697,2025-01-27,Microcrédito,7850000,12,0.032,798000,App,900,0.1213,Automática,Mora moderada
CR000772,CL00698,2025-10-13,Crédito consumo digital,650000,12,0.03,65000,Aliado,880,0.0253,Automática,Activo
CR000773,CL00699,2025-09-23,Microcrédito,5550000,6,0.0423,1067000,Aliado,771,0.4917,Manual,Mora moderada
CR000774,CL00700,2024-12-16,Avance de nómina,1650000,18,0.0277,118000,Aliado,877,0.0387,Automática,Activo
CR000775,CL00701,2025-04-25,Crédito consumo digital,2300000,9,0.0276,292000,App,776,0.1136,Automática,Finalizado
CR000776,CL00702,2024-10-04,Crédito consumo digital,1150000,6,0.0288,211000,Call center,900,0.0776,Automática,Finalizado
CR000777,CL00703,2026-01-18,Microcrédito,950000,24,0.0405,63000,App,755,0.0229,Automática,Activo
CR000778,CL00704,2025-06-25,Crédito consumo digital,950000,6,0.0276,174000,App,609,0.0677,Manual,Finalizado
CR000779,CL00705,2025-01-10,Microcrédito,1800000,6,0.0356,338000,Web,792,0.0983,Automática,Mora moderada
CR000780,CL00706,2025-05-14,Crédito libre inversión,1500000,3,0.033,533000,Aliado,850,0.3439,Automática,Finalizado
CR000781,CL00707,2025-11-10,Avance de nómina,1450000,6,0.0254,264000,App,786,0.132,Automática,Activo
CR000782,CL00708,2025-12-17,Crédito consumo digital,2500000,24,0.0379,160000,Aliado,900,0.0339,Automática,Activo
CR000783,CL00709,2025-05-03,Crédito consumo digital,1500000,18,0.0228,102000,Aliado,785,0.0298,Automática,Mora moderada
CR000784,CL00710,2025-09-28,Crédito consumo digital,450000,6,0.0269,82000,Web,722,0.0554,Automática,Finalizado
CR000785,CL00710,2026-02-21,Crédito consumo digital,1000000,12,0.0253,98000,App,757,0.0662,Automática,Activo
CR000786,CL00711,2025-04-11,Avance de nómina,500000,3,0.0199,173000,Aliado,890,0.0558,Automática,Finalizado
CR000787,CL00711,2024-09-28,Microcrédito,3250000,12,0.0432,353000,Aliado,844,0.1139,Automática,Finalizado
CR000788,CL00711,2025-02-24,Crédito libre inversión,1550000,6,0.0199,277000,App,893,0.0894,Automática,Finalizado
CR000789,CL00712,2026-03-02,Crédito consumo digital,3550000,18,0.034,267000,App,900,0.0444,Automática,Activo
CR000790,CL00713,2024-03-26,Microcrédito,7200000,3,0.0305,2548000,Web,893,0.4486,Manual,Finalizado
CR000791,CL00714,2024-06-13,Crédito consumo digital,4550000,12,0.0319,462000,Aliado,900,0.073,Automática,Finalizado
CR000792,CL00715,2025-10-04,Crédito libre inversión,800000,24,0.0323,48000,App,843,0.0495,Automática,Activo
CR000793,CL00715,2026-03-30,Avance de nómina,400000,3,0.031,142000,App,785,0.1464,Automática,Activo
CR000794,CL00716,2025-07-19,Microcrédito,14850000,12,0.0339,1527000,Web,616,0.2665,Manual,Activo
CR000795,CL00718,2025-02-05,Crédito libre inversión,5100000,18,0.0185,336000,Web,900,0.1263,Automática,Activo
CR000796,CL00719,2025-12-05,Crédito libre inversión,3000000,6,0.028,550000,App,900,1.8,Automática,Mora moderada
CR000797,CL00720,2026-03-17,Crédito libre inversión,6400000,12,0.023,616000,Aliado,888,0.146,Automática,Activo
CR000798,CL00722,2024-08-13,Microcrédito,2650000,9,0.0418,359000,Call center,703,1.2,Automática,Mora severa
CR000799,CL00722,2024-12-08,Microcrédito,3150000,9,0.0381,420000,Call center,900,0.1453,Automática,Mora moderada
CR000800,CL00723,2024-05-10,Microcrédito,2500000,6,0.0317,464000,App,882,0.0989,Automática,Mora severa
CR000801,CL00724,2025-12-06,Crédito libre inversión,11050000,18,0.0195,734000,Aliado,900,0.1606,Automática,Activo
CR000802,CL00724,2025-10-20,Crédito consumo digital,3350000,9,0.0312,433000,App,900,0.0947,Automática,Activo
CR000803,CL00727,2024-07-16,Crédito consumo digital,350000,9,0.0258,44000,App,739,0.0733,Automática,Finalizado
CR000804,CL00728,2025-12-01,Crédito consumo digital,1800000,6,0.0205,322000,App,704,0.2118,Automática,Mora moderada
CR000805,CL00729,2025-10-31,Microcrédito,2350000,9,0.0252,295000,App,819,0.118,Automática,Activo
CR000806,CL00730,2025-04-23,Crédito consumo digital,2600000,12,0.0203,246000,App,545,0.0969,Manual,Finalizado
CR000807,CL00731,2025-12-24,Crédito consumo digital,1350000,3,0.0224,470000,App,837,0.3013,Automática,Finalizado
CR000808,CL00732,2026-03-19,Avance de nómina,250000,3,0.0311,89000,App,747,0.1254,Automática,Activo
CR000809,CL00733,2026-01-09,Crédito libre inversión,3450000,3,0.0288,1217000,App,711,0.5385,Manual,Activo
CR000810,CL00733,2025-11-19,Crédito libre inversión,3650000,9,0.0178,442000,Aliado,807,0.1956,Automática,Mora moderada
CR000811,CL00734,2023-09-21,Crédito consumo digital,3100000,6,0.034,580000,Web,900,0.1169,Automática,Finalizado
CR000812,CL00735,2023-08-10,Avance de nómina,450000,9,0.0225,56000,App,847,0.0311,Automática,Finalizado
CR000813,CL00736,2025-06-12,Crédito libre inversión,3950000,12,0.0306,398000,App,900,0.0911,Automática,Activo
CR000814,CL00737,2024-02-25,Microcrédito,1100000,12,0.0319,112000,App,738,0.0762,Automática,Mora severa
CR000815,CL00737,2025-11-30,Crédito libre inversión,3050000,9,0.0265,385000,Web,687,0.2619,Automática,Activo
CR000816,CL00738,2023-12-07,Crédito libre inversión,1650000,9,0.0195,202000,App,778,0.1303,Automática,Finalizado
CR000817,CL00739,2025-07-27,Crédito libre inversión,10700000,12,0.0196,1009000,Web,864,0.2352,Automática,Activo
CR000818,CL00740,2026-03-10,Crédito libre inversión,10500000,6,0.0292,1933000,App,828,0.5702,Excepción,Activo
CR000819,CL00742,2025-07-04,Crédito consumo digital,4000000,6,0.0345,749000,App,900,0.1265,Automática,Finalizado
CR000820,CL00743,2025-06-12,Crédito consumo digital,1150000,9,0.0351,151000,App,845,0.0634,Automática,Finalizado
CR000821,CL00746,2025-04-30,Crédito libre inversión,5100000,12,0.0205,484000,Web,868,0.1779,Automática,Finalizado
CR000822,CL00747,2026-03-17,Crédito libre inversión,2550000,9,0.0189,311000,App,795,0.162,Automática,Activo
CR000823,CL00748,2025-12-27,Crédito consumo digital,650000,6,0.0338,122000,App,818,0.0475,Automática,Mora moderada
CR000824,CL00748,2024-10-17,Microcrédito,2300000,9,0.0337,301000,App,818,0.1171,Automática,Mora moderada
CR000825,CL00748,2025-11-03,Microcrédito,1350000,12,0.0324,138000,App,885,0.0537,Automática,Activo
CR000826,CL00749,2025-11-26,Crédito libre inversión,2050000,6,0.0301,379000,Call center,752,0.184,Automática,Activo
CR000827,CL00750,2023-11-20,Avance de nómina,1800000,9,0.0189,219000,App,844,0.0852,Automática,Finalizado
CR000828,CL00751,2025-01-27,Microcrédito,3150000,6,0.0428,606000,App,872,0.1599,Automática,Finalizado
CR000829,CL00753,2025-08-09,Crédito libre inversión,2250000,24,0.0277,130000,Web,727,0.0774,Automática,Mora moderada
CR000830,CL00754,2025-10-25,Crédito consumo digital,450000,9,0.0376,60000,Aliado,900,0.0233,Automática,Activo
CR000831,CL00754,2025-11-26,Crédito consumo digital,2050000,12,0.0217,196000,App,867,0.0763,Automática,Activo
CR000832,CL00755,2024-07-03,Crédito consumo digital,1200000,12,0.0204,114000,App,808,0.0481,Automática,Finalizado
CR000833,CL00757,2025-02-27,Avance de nómina,1450000,3,0.0309,514000,App,886,0.1736,Automática,Finalizado
CR000834,CL00758,2025-05-01,Microcrédito,3900000,3,0.04,1405000,Web,836,0.4145,Manual,Finalizado
CR000835,CL00759,2024-09-10,Crédito libre inversión,5650000,12,0.0283,562000,Aliado,888,0.188,Automática,Finalizado
CR000836,CL00761,2025-12-31,,4850000,9,0.0235,604000,App,900,0.1581,Automática,Activo
CR000837,CL00762,2025-11-26,Crédito consumo digital,2050000,9,0.0258,258000,App,807,0.0711,Automática,Activo
CR000838,CL00762,2025-08-03,Microcrédito,3050000,12,0.0395,324000,App,840,0.0893,Automática,Mora severa
CR000839,CL00763,2026-02-18,Crédito consumo digital,1850000,6,0.0209,331000,Web,900,0.0721,Automática,Activo
CR000840,CL00764,2025-12-05,Crédito consumo digital,2350000,3,0.0346,838000,App,841,0.2951,Automática,Mora moderada
CR000841,CL00764,2025-10-26,Crédito consumo digital,1000000,6,0.0381,190000,Web,813,0.0669,Automática,Finalizado
CR000842,CL00765,2025-08-27,Avance de nómina,450000,6,0.0184,80000,App,783,0.0449,Automática,Mora moderada
CR000843,CL00766,2024-02-20,Crédito consumo digital,750000,3,0.0247,262000,App,894,0.1489,Automática,Finalizado
CR000844,CL00767,2025-07-11,Crédito libre inversión,1550000,6,0.0211,278000,App,831,0.123,Automática,Mora moderada
CR000845,CL00767,2025-02-22,Crédito libre inversión,5050000,6,0.0277,925000,Aliado,743,0.4093,Manual,Mora severa
CR000846,CL00768,2024-01-30,Crédito consumo digital,2100000,9,0.0213,259000,App,900,0.0649,Automática,Finalizado
CR000847,CL00768,2025-03-09,Crédito consumo digital,2650000,3,0.0283,934000,Web,900,0.2341,Automática,Finalizado
CR000848,CL00769,2025-04-19,Crédito consumo digital,600000,6,0.0382,114000,Aliado,726,0.0974,Automática,Mora severa
CR000849,CL00770,2024-07-22,Crédito consumo digital,1250000,12,0.0356,130000,Aliado,788,0.061,Automática,Mora severa
CR000850,CL00773,2025-11-25,Crédito consumo digital,650000,3,0.0316,231000,Web,868,0.106,Automática,Finalizado
CR000851,CL00774,2026-01-11,Crédito consumo digital,1350000,18,0.029,97000,App,726,0.0634,Automática,Activo
CR000852,CL00775,2025-08-29,Crédito consumo digital,800000,6,0.0208,143000,App,701,0.1723,Automática,Mora severa
CR000853,CL00775,2026-01-13,Crédito consumo digital,500000,9,0.0274,63000,App,655,0.0759,Automática,Activo
CR000854,CL00776,2025-01-17,Crédito consumo digital,1450000,6,0.0385,275000,App,834,0.118,Automática,Finalizado
CR000855,CL00777,2024-08-24,Crédito consumo digital,2150000,9,0.031,277000,Web,851,0.0737,Automática,Finalizado
CR000856,CL00777,2025-01-03,Microcrédito,2200000,24,0.0449,152000,Web,827,0.0404,Automática,Activo
CR000857,CL00778,2026-03-11,Crédito libre inversión,11700000,6,0.0173,2070000,Call center,838,0.5201,Manual,Activo
CR000858,CL00780,2025-12-04,Crédito consumo digital,800000,6,0.025,145000,App,816,0.0924,Automática,Activo
CR000859,CL00781,2025-08-20,Microcrédito,2550000,9,0.0363,337000,App,839,0.1311,Automática,Mora moderada
CR000860,CL00781,2025-09-22,Crédito libre inversión,2700000,3,0.0178,932000,App,747,0.3626,Manual,Mora moderada
CR000861,CL00781,2026-01-07,Crédito consumo digital,750000,6,0.0357,141000,Aliado,771,0.0549,Automática,Mora moderada
CR000862,CL00782,2025-01-06,Microcrédito,1650000,6,0.0364,311000,Aliado,834,0.121,Automática,Mora moderada
CR000863,CL00785,2026-03-05,Crédito consumo digital,4450000,6,0.0314,825000,Call center,864,0.2687,Automática,Activo
CR000864,CL00786,2025-11-15,Crédito consumo digital,3550000,6,0.0206,635000,Web,852,0.1835,Automática,Activo
CR000865,CL00788,2023-06-29,Crédito libre inversión,5750000,12,0.0211,548000,Web,829,0.1734,Automática,Finalizado
CR000866,CL00788,2024-01-24,Microcrédito,2750000,6,0.0344,515000,Web,900,0.163,Automática,Finalizado
CR000867,CL00788,2024-11-10,Avance de nómina,650000,9,0.0265,82000,Web,859,0.0259,Automática,Finalizado
CR000868,CL00789,2025-07-07,Crédito consumo digital,3000000,6,0.0304,555000,App,892,0.2238,Automática,Finalizado
CR000869,CL00789,2026-01-27,Crédito consumo digital,1200000,12,0.0383,127000,App,889,0.0512,Automática,Activo
CR000870,CL00789,2025-12-30,Crédito libre inversión,3600000,3,0.0321,1278000,Web,829,0.5153,Manual,Finalizado
CR000871,CL00790,2024-06-04,Crédito consumo digital,3100000,18,0.0298,225000,Web,819,0.0563,Automática,Mora severa
CR000872,CL00791,2025-12-16,Crédito consumo digital,400000,6,0.0208,72000,Aliado,780,0.0439,Automática,Activo
CR000873,CL00792,2025-04-19,Crédito consumo digital,1250000,24,0.0328,76000,App,900,0.0226,Automática,Activo
CR000874,CL00793,2025-11-05,Crédito consumo digital,2900000,6,0.0352,545000,Aliado,900,0.1359,Automática,Activo
CR000875,CL00794,2025-06-11,Crédito consumo digital,3900000,9,0.0335,509000,Aliado,898,0.1018,Automática,Mora severa
CR000876,CL00795,2026-02-05,Crédito consumo digital,2150000,24,0.0228,117000,App,843,0.043,Automática,Activo
CR000877,CL00796,2025-07-07,Crédito consumo digital,1100000,6,0.0321,205000,App,756,0.0798,Automática,Finalizado
CR000878,CL00798,2025-02-23,Crédito consumo digital,1300000,18,0.0213,88000,App,900,0.0553,Automática,Activo
CR000879,CL00799,2025-04-17,Crédito consumo digital,750000,6,0.0373,142000,App,876,0.0714,Automática,Finalizado
CR000880,CL00799,2025-08-18,Crédito consumo digital,1300000,9,0.0216,161000,App,776,0.0809,Automática,Activo
CR000881,CL00801,2025-03-10,Crédito consumo digital,250000,9,0.0388,33000,App,767,0.0413,Automática,Finalizado
CR000882,CL00801,2025-10-11,Crédito consumo digital,900000,3,0.0383,323000,App,732,0.4037,Manual,Finalizado
CR000883,CL00801,2023-09-10,Crédito libre inversión,1650000,6,0.0295,304000,Aliado,744,0.38,Manual,Mora moderada
CR000884,CL00802,2025-07-13,Microcrédito,2100000,9,0.0274,266000,Call center,821,0.1209,Automática,Mora severa
CR000885,CL00802,2023-12-15,Microcrédito,1450000,3,0.0441,527000,Web,748,0.2395,Automática,Finalizado
CR000886,CL00803,2025-06-20,Crédito libre inversión,850000,3,0.0316,301000,Web,684,0.2467,Automática,Finalizado
CR000887,CL00804,2026-03-24,Crédito consumo digital,2400000,3,0.0267,843000,Call center,631,0.2097,Automática,Activo
CR000888,CL00806,2025-03-21,Crédito consumo digital,1250000,9,0.0226,155000,Aliado,900,0.0518,Automática,Finalizado
CR000889,CL00806,2025-10-20,Avance de nómina,1400000,24,0.0258,79000,Call center,900,0.0264,Automática,Activo
CR000890,CL00807,2024-12-30,Avance de nómina,2250000,18,0.0237,155000,Web,900,0.0341,Automática,Activo
CR000891,CL00807,2026-03-24,Crédito libre inversión,8650000,6,0.0231,1561000,Web,856,0.3438,Automática,Activo
CR000892,CL00808,2023-10-28,Microcrédito,3000000,6,0.0334,560000,App,822,0.1497,Automática,Finalizado
CR000893,CL00808,2023-08-24,Crédito consumo digital,3750000,3,0.0256,1315000,App,858,0.3516,Manual,Mora severa
CR000894,CL00809,2023-12-22,Avance de nómina,2200000,6,0.0206,394000,Aliado,900,0.0966,Automática,Finalizado
CR000895,CL00809,2023-12-26,Crédito consumo digital,1650000,6,0.0223,297000,Web,854,0.0728,Automática,Finalizado
CR000896,CL00811,2025-07-09,Crédito libre inversión,10600000,12,0.0214,1011000,Web,862,0.2824,Automática,Mora moderada
CR000897,CL00812,2025-08-03,Crédito libre inversión,600000,24,0.0337,37000,App,795,0.0285,Automática,Mora moderada
CR000898,CL00813,2025-10-13,Crédito consumo digital,2250000,6,0.0223,405000,App,900,0.1015,Automática,Mora moderada
CR000899,CL00814,2025-05-31,Crédito consumo digital,1550000,9,0.0292,198000,App,820,0.1048,Automática,Mora moderada
CR000900,CL00815,2024-11-06,Crédito consumo digital,2150000,6,0.0236,389000,App,897,0.1063,Automática,Finalizado
CR000901,CL00816,2026-02-12,Crédito consumo digital,700000,6,0.0279,128000,App,877,0.0601,Automática,Activo
CR000902,CL00817,2025-09-11,Crédito consumo digital,1100000,18,0.0258,77000,App,852,0.0399,Automática,Activo
CR000903,CL00818,2023-10-03,Crédito libre inversión,2050000,12,0.0226,197000,App,803,0.0929,Automática,Mora moderada
CR000904,CL00819,2025-10-25,Microcrédito,2200000,9,0.0334,287000,Aliado,807,0.1134,Automática,Activo
CR000905,CL00822,2025-07-27,Crédito libre inversión,2200000,6,0.0264,401000,App,900,0.156,Automática,Finalizado
CR000906,CL00822,2025-01-29,Crédito consumo digital,1400000,3,0.0234,489000,App,839,0.1903,Automática,Finalizado
CR000907,CL00823,2026-03-03,Crédito libre inversión,3050000,6,0.031,565000,App,768,0.3717,Manual,Activo
CR000908,CL00824,2026-02-28,Crédito consumo digital,300000,6,0.025,54000,Web,682,0.09,Automática,Activo
CR000909,CL00825,2025-09-01,Crédito libre inversión,1600000,6,0.0183,284000,Web,816,0.115,Automática,Mora moderada
CR000910,CL00826,2026-03-10,Crédito libre inversión,4800000,9,0.0188,585000,Web,839,0.3112,Automática,Activo
CR000911,CL00827,2026-02-08,Crédito consumo digital,4100000,12,0.0332,420000,App,900,0.1029,Automática,Activo
CR000912,CL00828,2024-11-13,Crédito consumo digital,1500000,6,0.12,284000,App,896,0.1048,Automática,Mora severa
CR000913,CL00829,2025-09-19,Avance de nómina,250000,9,0.0256,31000,App,780,0.0193,Automática,Activo
CR000914,CL00829,2024-06-06,Crédito libre inversión,3000000,6,0.018,532000,Web,619,0.3304,Manual,Mora moderada
CR000915,CL00829,2025-02-17,Crédito consumo digital,1200000,3,0.0328,427000,App,740,0.2652,Automática,Finalizado
CR000916,CL00830,2026-02-01,Crédito consumo digital,750000,9,0.03,96000,Web,780,0.05,Automática,Activo
CR000917,CL00831,2025-07-02,Crédito libre inversión,6000000,9,0.0273,761000,Aliado,898,0.187,Automática,Finalizado
CR000918,CL00832,2024-10-19,Crédito consumo digital,3500000,6,0.0211,627000,Web,810,0.2076,Automática,Finalizado
CR000919,CL00834,2026-03-04,Crédito consumo digital,1250000,24,0.0259,71000,App,781,0.0284,Automática,Activo
CR000920,CL00834,2026-02-08,Crédito consumo digital,1650000,12,0.028,164000,Aliado,835,1.8,Automática,Activo
CR000921,CL00835,2025-07-20,Crédito libre inversión,2150000,18,0.0263,151000,Aliado,890,0.0637,Automática,Mora moderada
CR000922,CL00835,2025-07-08,Microcrédito,1900000,9,0.0282,242000,Aliado,885,0.1021,Automática,Finalizado
CR000923,CL00837,2025-03-07,Microcrédito,2400000,6,0.0427,462000,Web,889,0.211,Automática,Mora moderada
CR000924,CL00838,2024-07-15,Crédito consumo digital,1400000,6,0.0205,250000,Call center,780,0.098,Automática,Mora moderada
CR000925,CL00839,2025-01-28,Crédito libre inversión,3450000,6,0.0231,622000,Web,765,0.2603,Automática,Finalizado
CR000926,CL00840,2025-10-08,Avance de nómina,700000,18,0.0257,49000,App,900,0.0196,Automática,Activo
CR000927,CL00841,2025-10-06,Crédito consumo digital,2550000,6,0.0385,484000,App,900,0.072,Automática,Finalizado
CR000928,CL00842,2025-05-13,Crédito consumo digital,800000,12,0.0223,77000,App,881,0.03,Automática,Activo
CR000929,CL00842,2025-08-09,Crédito consumo digital,1400000,9,0.0311,181000,Call center,833,0.0704,Automática,Activo
CR000930,CL00843,2025-10-20,Crédito consumo digital,1150000,3,0.0365,412000,Aliado,715,0.1981,Automática,Finalizado
CR000931,CL00844,2026-03-02,Microcrédito,2350000,6,0.0293,433000,App,844,0.1933,Automática,Activo
CR000932,CL00846,2026-02-03,Crédito consumo digital,800000,3,0.0366,286000,App,854,0.1799,Automática,Activo
CR000933,CL00847,2025-08-11,Crédito libre inversión,3050000,24,0.032,184000,App,791,0.0716,Automática,Mora severa
CR000934,CL00848,2025-06-18,Microcrédito,2150000,12,0.029,215000,Call center,874,0.0837,Automática,Mora moderada
